week,week_date,cell_id,confidence,scored,pred_net_rev_delta,actual_net_rev_delta,pred_units,actual_units,applied,week_action
W1,2026-08-10,477786_180ml_Kolkata,Experimental,True,0.0,,19.0,,False,hold
W1,2026-08-10,477786_180ml_Lucknow,Experimental,True,0.0,,4.8,,False,hold
W1,2026-08-10,477786_180ml_Mumbai,Experimental,True,0.0,,31.5,,False,hold
W1,2026-08-10,477786_180ml_Others,Experimental,True,0.0,,163.8,,False,hold
W1,2026-08-10,477787_75g_Ahmedabad,Experimental,True,0.0,,117.0,,False,hold
W1,2026-08-10,477787_75g_Bangalore,Experimental,True,0.0,,528.8,,False,hold
W1,2026-08-10,477787_75g_Chennai,Experimental,True,0.0,,149.8,,False,hold
W1,2026-08-10,477787_75g_Delhi-NCR,Experimental,True,0.0,,939.0,,False,hold
W1,2026-08-10,477787_75g_Hyderabad,Experimental,True,0.0,,233.2,,False,hold
W1,2026-08-10,477787_75g_Kolkata,Experimental,True,0.0,,221.5,,False,hold
W1,2026-08-10,477787_75g_Lucknow,Experimental,True,0.0,,126.8,,False,hold
W1,2026-08-10,477787_75g_Mumbai,Experimental,True,0.0,,352.8,,False,hold
W1,2026-08-10,477787_75g_Others,Experimental,True,0.0,,3902.2,,False,hold
W1,2026-08-10,477787_75g_Pune,Experimental,True,0.0,,166.8,,False,hold
W1,2026-08-10,477788_75g_Ahmedabad,Experimental,True,0.0,,240.2,,False,hold
W1,2026-08-10,477788_75g_Bangalore,Experimental,True,0.0,,424.0,,False,hold
W1,2026-08-10,477788_75g_Chennai,Experimental,True,0.0,,126.0,,False,hold
W1,2026-08-10,477788_75g_Delhi-NCR,Experimental,True,0.0,,1367.0,,False,hold
W1,2026-08-10,477788_75g_Hyderabad,Experimental,True,0.0,,214.2,,False,hold
W1,2026-08-10,477788_75g_Kolkata,Experimental,True,0.0,,234.2,,False,hold
W1,2026-08-10,477788_75g_Lucknow,Experimental,True,0.0,,177.2,,False,hold
W1,2026-08-10,477788_75g_Mumbai,Experimental,True,0.0,,778.5,,False,hold
W1,2026-08-10,477788_75g_Others,Experimental,True,0.0,,3999.8,,False,hold
W1,2026-08-10,477788_75g_Pune,Experimental,True,0.0,,299.2,,False,hold
W1,2026-08-10,477790_180ml_Ahmedabad,Experimental,True,0.0,,80.5,,False,hold
W1,2026-08-10,477790_180ml_Bangalore,Experimental,True,0.0,,181.0,,False,hold
W1,2026-08-10,477790_180ml_Chennai,Experimental,True,0.0,,75.2,,False,hold
W1,2026-08-10,477790_180ml_Delhi-NCR,Experimental,True,0.0,,587.0,,False,hold
W1,2026-08-10,477790_180ml_Hyderabad,Experimental,True,0.0,,109.8,,False,hold
W1,2026-08-10,477790_180ml_Kolkata,Experimental,True,0.0,,112.5,,False,hold
W1,2026-08-10,477790_180ml_Mumbai,Experimental,True,0.0,,271.5,,False,hold
W1,2026-08-10,477790_180ml_Others,Experimental,True,0.0,,1432.5,,False,hold
W1,2026-08-10,477790_180ml_Pune,Experimental,True,0.0,,90.5,,False,hold
W1,2026-08-10,477792_180ml_Ahmedabad,Experimental,True,0.0,,47.0,,False,hold
W1,2026-08-10,477792_180ml_Bangalore,Experimental,True,0.0,,138.5,,False,hold
W1,2026-08-10,477792_180ml_Chennai,Experimental,True,0.0,,47.2,,False,hold
W1,2026-08-10,477792_180ml_Delhi-NCR,Experimental,True,0.0,,430.2,,False,hold
W1,2026-08-10,477792_180ml_Hyderabad,Experimental,True,0.0,,69.5,,False,hold
W1,2026-08-10,477792_180ml_Kolkata,Experimental,True,0.0,,76.5,,False,hold
W1,2026-08-10,477792_180ml_Lucknow,Experimental,True,0.0,,30.2,,False,hold
W1,2026-08-10,477792_180ml_Mumbai,Experimental,True,0.0,,225.2,,False,hold
W1,2026-08-10,477792_180ml_Others,Experimental,True,0.0,,975.8,,False,hold
W1,2026-08-10,477792_180ml_Pune,Experimental,True,0.0,,63.8,,False,hold
W1,2026-08-10,477796_85g_Ahmedabad,Experimental,True,0.0,,33.8,,False,hold
W1,2026-08-10,477796_85g_Mumbai,Experimental,True,0.0,,165.2,,False,hold
W1,2026-08-10,477796_85g_Others,Experimental,True,0.0,,2.2,,False,hold
W1,2026-08-10,477796_85g_Pune,Experimental,True,0.0,,61.0,,False,hold
W1,2026-08-10,477797_400g_Ahmedabad,Low,True,0.0,,53.8,,False,hold
W1,2026-08-10,477797_400g_Bangalore,Low,True,0.0,,744.0,,False,hold
W1,2026-08-10,477797_400g_Chennai,Low,True,0.0,,88.5,,False,hold
W1,2026-08-10,477797_400g_Delhi-NCR,Low,True,0.0,,2375.2,,False,hold
W1,2026-08-10,477797_400g_Mumbai,Low,True,0.0,,1264.2,,False,hold
W1,2026-08-10,477797_400g_Others,Low,True,0.0,,671.8,,False,hold
W1,2026-08-10,487596_2x1ltr_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487596_2x1ltr_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487596_2x1ltr_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487767_3x85g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Chennai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487769_3x85g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487770_3x85g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Chennai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487771_3x85g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487773_3x180ml_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,487774_3x180ml_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496621_6x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Chennai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496623_6x85g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Bangalore,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496625_6x85g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,496629_3x180ml_Mumbai,Low,True,0.0,,0.0,,False,hold
W1,2026-08-10,496630_3x180ml_Delhi-NCR,Low,True,0.0,,0.0,,False,hold
W1,2026-08-10,496630_3x180ml_Kolkata,Low,True,0.0,,0.0,,False,hold
W1,2026-08-10,496630_3x180ml_Mumbai,Low,True,0.0,,0.0,,False,hold
W1,2026-08-10,496630_3x180ml_Others,Low,True,0.0,,0.0,,False,hold
W1,2026-08-10,496631_3x1ltr_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Hyderabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499253_3x75g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Ahmedabad,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Delhi-NCR,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Kolkata,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Lucknow,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Mumbai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Others,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,499254_3x75g_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,540432_250ml_Ahmedabad,High,True,0.0,,480.5,,False,hold
W1,2026-08-10,540432_250ml_Bangalore,High,True,0.0,,1640.5,,False,hold
W1,2026-08-10,540432_250ml_Chennai,High,True,1195.1319444444464,,282.5,,False,cut
W1,2026-08-10,540432_250ml_Delhi-NCR,High,True,0.0,,3763.0,,False,hold
W1,2026-08-10,540432_250ml_Hyderabad,High,True,0.0,,848.0,,False,hold
W1,2026-08-10,540432_250ml_Kolkata,High,True,2135.5378795483066,,506.1,,False,cut
W1,2026-08-10,540432_250ml_Lucknow,High,True,0.0,,348.0,,False,hold
W1,2026-08-10,540432_250ml_Mumbai,High,True,0.0,,1816.2,,False,hold
W1,2026-08-10,540432_250ml_Others,High,True,0.0,,7204.8,,False,hold
W1,2026-08-10,540432_250ml_Pune,High,True,0.0,,592.2,,False,hold
W1,2026-08-10,540438_250ml_Ahmedabad,High,True,694.4500941176483,,164.2,,False,cut
W1,2026-08-10,540438_250ml_Bangalore,High,True,0.0,,796.5,,False,hold
W1,2026-08-10,540438_250ml_Chennai,High,True,865.6075420875434,,204.8,,False,cut
W1,2026-08-10,540438_250ml_Delhi-NCR,High,True,0.0,,1895.2,,False,hold
W1,2026-08-10,540438_250ml_Hyderabad,High,True,0.0,,412.2,,False,hold
W1,2026-08-10,540438_250ml_Kolkata,High,True,1006.2791645244221,,239.1,,False,cut
W1,2026-08-10,540438_250ml_Lucknow,High,True,0.0,,152.5,,False,hold
W1,2026-08-10,540438_250ml_Mumbai,High,True,0.0,,840.8,,False,hold
W1,2026-08-10,540438_250ml_Others,High,True,0.0,,3864.5,,False,hold
W1,2026-08-10,540438_250ml_Pune,High,True,0.0,,188.0,,False,hold
W1,2026-08-10,541681_250ml_Ahmedabad,High,True,0.0,,133.5,,False,hold
W1,2026-08-10,541681_250ml_Bangalore,High,True,0.0,,572.0,,False,hold
W1,2026-08-10,541681_250ml_Chennai,High,True,0.0,,135.2,,False,hold
W1,2026-08-10,541681_250ml_Delhi-NCR,High,True,0.0,,1337.2,,False,hold
W1,2026-08-10,541681_250ml_Hyderabad,High,True,0.0,,370.0,,False,hold
W1,2026-08-10,541681_250ml_Kolkata,High,True,0.0,,158.0,,False,hold
W1,2026-08-10,541681_250ml_Lucknow,High,True,0.0,,162.8,,False,hold
W1,2026-08-10,541681_250ml_Mumbai,High,True,0.0,,822.8,,False,hold
W1,2026-08-10,541681_250ml_Others,High,True,0.0,,3499.8,,False,hold
W1,2026-08-10,541681_250ml_Pune,High,True,0.0,,206.8,,False,hold
W1,2026-08-10,543783_3x250ml_Ahmedabad,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Bangalore,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Chennai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Delhi-NCR,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Hyderabad,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Kolkata,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Lucknow,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Mumbai,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Others,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543783_3x250ml_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Ahmedabad,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Bangalore,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Chennai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Delhi-NCR,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Hyderabad,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Kolkata,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Lucknow,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Mumbai,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Others,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,543784_3x250ml_Pune,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Ahmedabad,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Bangalore,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Chennai,Experimental,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Delhi-NCR,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Hyderabad,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Kolkata,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Lucknow,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Mumbai,High,True,0.0,,0.0,,False,hold
W1,2026-08-10,553767_3x250ml_Others,High,True,0.0,,0.0,,False,hold
